Date,JPM,WFC,BAC,C,GS,USB,MS,KEY,PNC,COF,AXP,PRU,SCHW,TFC,KR,PFE,XOM,WMT,DAL,CSCO,IBM,EQIX,DUK,NFLX,GE,APA,F,REGN,CMS
2008-10-20,26.87366485595703,20.78236961364746,18.721921920776367,111.70548248291016,91.6999282836914,19.24366569519043,13.883315086364746,5.932944297790527,38.06117248535156,30.597196578979492,18.806428909301758,22.142717361450195,16.586894989013672,18.523487091064453,9.62995719909668,8.274124145507812,41.02094268798828,12.732099533081055,8.209023475646973,12.482831001281738,50.24155807495117,46.47142028808594,23.709388732910156,3.4000000953674316,65.49253845214844,61.016136169433594,1.2464728355407715,19.37510108947754,6.354191303253174
2008-10-21,26.265602111816406,21.046737670898438,18.391983032226562,104.96912384033203,91.58671569824219,18.674766540527344,14.185281753540039,6.669999122619629,37.63372039794922,29.533740997314453,20.381996154785156,20.426176071166992,15.974356651306152,18.038352966308594,9.65203857421875,8.274124145507812,39.11186218261719,12.554312705993652,8.514349937438965,11.758621215820312,48.25922393798828,44.429534912109375,22.31639289855957,2.9785709381103516,66.17546081542969,59.32938766479492,1.16087806224823,19.22529411315918,6.06873893737793
2008-10-22,24.566986083984375,20.182693481445312,17.386838912963867,98.60285186767578,86.83946990966797,17.382373809814453,13.574326515197754,6.5481672286987305,35.483768463134766,27.649887084960938,19.323894500732422,18.160791397094727,14.499427795410156,17.11768341064453,9.872825622558594,7.987819671630859,35.32102966308594,12.226834297180176,8.662653923034668,11.462348937988281,45.40258026123047,40.708805084228516,21.96103858947754,2.9571430683135986,61.65536117553711,52.094993591308594,1.1234303712844849,18.666013717651367,5.777578353881836
2008-10-23,25.01643180847168,20.202035903930664,17.647708892822266,97.04833221435547,82.19884490966797,17.734846115112305,12.696520805358887,6.133957386016846,36.28761672973633,27.12574577331543,18.94544792175293,17.46126365661621,13.903013229370117,16.65459442138672,9.920662879943848,8.159605026245117,38.50466537475586,12.341452598571777,7.676875114440918,11.350421905517578,45.80988693237305,40.08111572265625,23.31139373779297,2.9700000286102295,61.13506317138672,54.9737548828125,1.0699337720870972,17.677284240722656,5.828956604003906
2008-10-24,23.416967391967773,19.93120765686035,16.166841506958008,89.8677978515625,76.00626373291016,18.21099090576172,11.60102653503418,6.164412975311279,37.56355285644531,26.814311981201172,18.574718475341797,18.542837142944336,13.12927532196045,17.779237747192383,9.71091079711914,7.906704425811768,37.76618957519531,12.023331642150879,7.249414443969727,10.738134384155273,44.571659088134766,40.08111572265625,22.216899871826172,2.7071430683135986,57.98074722290039,52.25242233276367,1.0752832889556885,16.1292724609375,5.737613201141357
2008-10-27,22.47182273864746,19.87963104248047,15.752497673034668,86.83270263671875,70.31339263916016,17.8214168548584,9.641770362854004,6.042588233947754,37.404052734375,26.13067054748535,17.825550079345703,17.353649139404297,12.51673698425293,17.751670837402344,9.37973403930664,7.82081413269043,36.15248489379883,11.61865234375,6.682370662689209,10.593292236328125,43.262794494628906,39.0753173828125,22.344829559326172,2.562856912612915,57.65557098388672,48.2491569519043,1.0859826803207397,15.44015884399414,5.520669460296631
2008-10-28,24.851194381713867,22.220294952392578,17.663063049316406,99.26911163330078,70.83575439453125,19.05815887451172,10.67406940460205,7.224304676055908,41.74861526489258,30.308528900146484,19.671443939208984,19.640560150146484,14.265690803527832,19.841081619262695,9.839704513549805,8.503169059753418,40.94983673095703,12.905197143554688,7.118557453155518,12.054885864257812,47.40115737915039,43.038055419921875,23.709388732910156,2.938570976257324,63.378841400146484,53.601829528808594,1.1501789093017578,16.72850227355957,5.863213062286377
2008-10-29,23.602027893066406,20.704992294311523,17.125951766967773,95.56781768798828,73.93203735351562,17.951274871826172,10.365081787109375,7.40095329284668,40.0771484375,28.751319885253906,19.470643997192383,18.967939376831055,14.064200401306152,18.721954345703125,9.751392364501953,8.20254898071289,40.8349494934082,12.87010669708252,6.9702534675598145,11.765202522277832,47.900821685791016,45.07990646362305,23.083955764770508,3.1085710525512695,62.43582534790039,56.08327102661133,1.1555286645889282,17.407630920410156,5.806121826171875
2008-10-30,24.86440658569336,20.530887603759766,17.478910446166992,98.26618194580078,68.97342681884766,17.809045791625977,11.299063682556152,7.492323875427246,41.129791259765625,28.956422805786133,20.127124786376953,15.534879684448242,14.942709922790527,18.931447982788086,10.108325958251953,8.52225399017334,41.05377960205078,12.806949615478516,8.331153869628906,11.712532043457031,49.25312042236328,47.37891387939453,23.922611236572266,3.254286050796509,62.923583984375,59.18693161010742,1.219724178314209,18.116718292236328,6.017356872558594
2008-10-31,27.26360511779785,21.955930709838867,18.54543685913086,102.31375122070312,70.02574157714844,18.4335994720459,12.268156051635742,7.559325218200684,42.533321380615234,29.716022491455078,21.239299774169922,16.142927169799805,15.410175323486328,19.763898849487305,10.104646682739258,8.450676918029785,40.54505157470703,13.054902076721191,9.578643798828125,11.69936466217041,50.49135971069336,47.20497131347656,23.282960891723633,3.5371429920196533,63.44386672973633,61.72084426879883,1.1715773344039917,19.275230407714844,5.851795196533203
